Tipo_embalaje,Peso,Tipo_manipulacion,Lugar_procedencia,Temp_almacenamiento,Largo,Ancho,Altura,Protocolo
3,225.9,1,2,1,84,34,17,2
3,62.4,1,4,2,75,17,61,1
2,187.5,1,3,1,12,23,85,2
3,47.3,2,3,1,57,54,72,2
1,144.9,2,3,2,7,86,43,2
3,154,1,1,2,21,52,37,1
2,244.7,1,4,1,80,6,71,2
2,45.6,1,2,2,98,52,72,1
3,235.2,1,2,2,91,16,69,1
1,210.9,1,3,1,79,80,55,2
1,183.3,2,1,2,99,59,86,2
2,57.6,2,4,1,51,94,10,2
3,93.1,1,4,1,93,78,11,2
2,156.9,1,3,2,50,16,84,1
2,43.5,1,2,1,35,46,33,2
2,139.2,1,1,2,89,9,64,1
1,85.9,1,2,2,87,97,29,1
1,235.2,1,3,2,99,22,96,1
2,232.7,1,1,2,10,68,49,1
2,13.4,1,3,2,58,79,62,1
3,164.6,1,3,1,53,55,71,2
2,99,2,4,2,28,49,12,2
2,48.5,2,2,2,26,23,77,2
3,152.3,2,4,1,52,27,89,2
1,172.5,2,4,1,64,73,40,2
2,93.5,2,2,1,46,99,7,2
1,197.4,1,2,1,92,6,42,2
3,121.5,1,3,2,59,72,12,1
2,215.4,1,2,1,68,85,23,2
3,10.9,1,2,1,88,19,65,2
1,166.9,1,2,2,97,37,19,1
1,22.6,1,4,1,9,80,100,2
2,197,1,2,2,89,20,31,1
3,243.8,1,4,2,68,73,87,1
1,243.2,1,4,1,9,77,98,2
1,36.9,2,4,2,37,33,77,2
3,6,1,3,1,96,14,5,2
2,73.3,2,4,1,24,55,15,2
2,111.2,1,3,2,88,39,90,1
1,180.2,2,4,1,97,18,43,2
1,172.1,1,4,2,82,97,69,1
3,136.4,2,3,1,46,86,6,2
3,220.3,1,4,2,24,65,47,1
3,172.4,2,3,2,57,20,67,2
2,115.1,1,4,1,27,53,26,2
3,45.8,2,2,1,92,33,62,2
2,226.2,1,2,1,80,47,61,2
1,249.9,2,2,1,96,86,46,2
3,138.6,2,2,1,85,52,99,2
3,1.7,2,4,2,46,88,59,2
2,87.6,1,3,2,12,11,11,1
2,114.2,2,3,1,59,54,96,2
3,62.2,1,2,1,51,74,49,2
2,4.6,1,4,1,23,78,10,2
2,165.6,1,3,1,58,13,5,2
1,71.8,1,1,2,91,96,28,1
1,96.8,1,4,1,90,5,25,2
3,140.5,2,1,2,40,43,17,2
3,22.2,2,1,1,44,29,34,2
3,227.6,1,3,1,78,64,92,2
1,209.7,2,1,1,23,71,45,2
2,231.1,1,4,1,68,6,100,2
2,196.6,1,4,1,25,78,10,2
3,63.7,1,4,1,36,32,16,2
1,168.5,1,1,1,32,73,78,2
3,40.5,1,1,1,14,35,41,2
3,130.2,1,2,1,7,82,36,2
1,2.7,1,1,1,85,29,80,2
1,47.5,1,4,1,95,87,23,2
1,191.8,1,3,2,14,41,54,1
3,167.1,2,3,2,18,23,77,2
2,54.7,2,2,2,56,57,36,2
1,62.6,1,1,1,63,9,44,2
2,196.1,1,3,2,19,69,14,1
3,248.1,2,4,2,74,97,57,2
2,74.5,2,2,1,87,100,10,2
3,211.1,1,2,1,60,17,87,2
2,181.5,1,2,1,76,90,87,2
1,123.2,2,2,1,47,88,79,2
2,173.9,2,4,2,88,57,5,2
1,125.2,2,4,1,72,55,100,2
1,79.1,2,1,1,47,43,48,2
2,186.2,1,3,1,73,91,12,2
1,2.9,2,4,2,22,7,63,2
3,65.6,2,3,1,62,24,30,2
3,26.5,1,4,2,74,14,55,1
1,95.7,2,1,1,59,62,17,2
1,99.1,2,4,2,49,63,40,2
3,61.6,1,4,1,40,81,9,2
1,159.7,1,2,1,12,40,21,2
1,233.7,2,4,1,91,93,12,2
1,81.1,2,4,1,52,64,55,2
1,151.6,2,3,1,80,74,99,2
2,84.2,1,2,1,18,42,49,2
1,110.6,2,1,2,67,92,69,2
1,161.2,2,3,1,11,30,26,2
3,205,1,1,2,53,84,85,1
1,120.9,2,4,2,75,61,77,2
3,34.2,1,1,2,89,12,14,1
1,171,1,2,1,64,39,44,2
1,72.3,2,3,2,60,71,61,2
3,129.1,2,2,2,89,5,73,2
2,209,1,4,1,67,54,95,2
1,232.6,2,2,2,51,54,12,2
2,97.4,1,4,1,50,66,94,2
3,182.2,2,4,1,46,77,12,2
1,181.9,2,2,2,10,58,23,2
2,78.8,2,2,2,46,83,48,2
2,198.7,2,3,1,33,23,20,2
2,64,1,4,2,73,36,60,1
3,248,1,2,1,5,48,26,2
2,218.4,2,1,2,73,42,71,2
2,33.9,1,4,1,38,28,41,2
3,114.8,1,4,2,69,53,29,1
2,45.1,1,3,2,85,44,40,1
3,190.6,1,3,1,63,72,42,2
2,169.5,1,3,1,57,47,95,2
3,111.1,1,3,1,28,77,40,2
1,173.7,1,2,1,45,73,65,2
2,123.8,1,2,1,72,73,7,2
1,27.2,2,4,2,73,79,83,2
3,223.5,2,2,2,73,77,32,2
3,174.6,2,4,1,35,76,28,2
1,35.3,1,2,2,41,79,28,1
2,113.8,2,1,1,84,8,29,2
3,94.8,1,4,1,91,41,5,2
2,128.2,1,4,2,5,19,86,1
1,85.3,1,4,1,26,80,66,2
3,128.6,2,1,1,5,40,13,2
2,230.3,1,4,1,54,32,28,2
2,9.1,2,4,2,10,96,45,2
2,204.4,2,2,1,31,95,26,2
2,0.5,1,3,2,16,54,96,1
1,22.7,2,1,1,59,80,18,2
2,236.2,1,1,1,86,12,62,2
3,223.9,2,3,1,32,81,93,2
3,224.3,2,2,2,43,35,23,2
3,208.3,2,4,2,57,18,100,2
3,231.9,2,2,2,9,80,15,2
1,197.1,2,1,1,91,26,43,2
2,239.7,1,1,1,6,62,19,2
1,86.7,2,4,1,81,36,85,2
2,130.6,2,3,1,95,6,16,2
3,248.4,1,2,1,91,73,94,2
3,221.1,2,2,1,49,30,31,2
2,124,1,4,2,7,60,96,1
1,165.6,1,3,1,41,49,33,2
2,140.4,2,1,2,19,57,68,2
2,147.8,1,1,2,79,64,82,1
3,33.8,2,2,1,52,50,61,2
3,9.1,2,1,1,35,17,21,2
1,22.2,2,4,1,48,24,5,2
2,234.4,2,3,1,91,89,63,2
3,64.6,1,3,2,49,21,49,1
2,15,1,3,2,87,46,56,1
2,59.7,2,1,1,7,73,10,2
1,216,2,2,1,99,39,36,2
2,191.9,2,2,1,21,33,14,2
2,241.1,2,1,1,50,65,78,2
3,142,1,3,1,86,77,90,2
3,12.9,1,2,1,66,63,22,2
3,152.4,2,1,1,43,90,100,2
3,148.9,2,3,1,57,71,54,2
1,189.6,1,1,2,22,79,64,1
2,218.2,2,4,2,37,51,92,2
2,39.2,2,4,2,27,49,75,2
2,108.1,2,3,1,96,20,74,2
3,137.4,2,3,2,83,54,93,2
1,207.2,1,4,2,26,44,94,1
1,126.6,2,2,1,17,29,16,2
3,239.6,2,1,1,81,52,37,2
1,65.7,2,3,2,8,20,84,2
3,99.2,2,3,2,86,62,31,2
3,132.5,2,4,1,25,25,97,2
1,143.3,2,1,2,41,95,89,2
3,90.6,2,4,2,53,17,85,2
2,68,2,4,2,73,91,54,2
1,36.2,1,1,2,61,19,9,1
1,32.2,2,3,1,27,73,47,2
3,63.4,2,4,1,64,93,79,2
3,63.7,2,4,2,43,70,21,2
2,198.5,1,1,2,94,12,70,1
2,52.8,1,1,2,48,49,57,1
2,48.8,1,4,2,34,20,34,1
2,151.5,1,4,1,64,74,7,2
3,98.8,2,4,1,73,31,33,2
3,123.7,1,1,1,78,56,48,2
1,225,2,4,2,83,96,11,2
1,245.6,1,1,2,9,99,95,1
2,163.8,2,4,1,5,18,12,2
1,237.7,2,3,2,63,36,81,2
1,18.3,1,2,2,95,88,36,1
3,43.4,2,1,1,32,79,61,2
1,199.7,2,2,1,68,41,64,2
3,11.5,1,4,1,69,34,72,2
1,142.9,2,2,1,32,5,8,2
3,84.7,2,1,1,41,73,38,2
2,222.4,2,2,1,100,61,78,2
1,92.6,2,1,1,27,75,44,2
2,84.3,1,4,1,82,81,74,2
2,122.7,2,4,1,55,35,95,2
2,249.1,2,3,2,66,24,29,2
2,201.8,1,1,1,92,7,95,2
3,233.6,2,4,2,13,73,99,2
1,230,2,1,2,17,61,23,2
3,169.4,1,2,2,79,50,81,1
3,39.1,2,2,1,74,27,55,2
1,231.3,1,4,1,47,36,11,2
2,43.3,1,2,2,39,17,15,1
1,99.8,2,4,2,6,20,64,2
1,126.4,2,4,2,8,63,91,2
2,244.1,1,3,1,83,18,86,2
2,235.1,2,3,2,64,54,98,2
2,183.5,1,4,1,51,80,36,2
3,157.7,1,4,1,60,35,6,2
1,125.3,2,4,1,90,74,94,2
3,230.8,1,4,1,61,12,8,2
1,191.7,1,4,1,33,7,21,2
3,199.9,2,3,2,44,51,61,2
2,69.7,2,3,2,61,42,58,2
1,4,1,3,2,95,43,61,1
3,118.7,2,3,2,73,55,81,2
1,88.7,2,3,1,55,56,31,2
1,17.7,2,4,2,63,30,100,2
1,107.9,2,3,2,83,43,46,2
1,248.8,2,1,2,32,95,53,2
1,237.7,2,4,2,88,7,10,2
2,188,1,4,1,5,45,15,2
2,76.3,1,1,2,85,20,6,1
2,19.7,2,4,1,48,87,40,2
3,195.4,2,1,2,60,43,17,2
3,1.7,2,3,1,33,85,14,2
3,43.5,2,3,1,61,40,42,2
1,167.2,1,2,2,12,85,20,1
2,207.8,2,1,2,57,12,80,2
3,135.1,2,4,1,58,100,75,2
2,195.4,2,2,1,64,65,89,2
3,180.9,2,2,2,75,26,96,2
3,24.5,2,2,2,63,70,57,2
1,16.4,2,4,1,75,39,68,2
3,199.9,1,1,1,91,52,29,2
3,132.2,1,1,2,75,52,40,1
2,169,1,4,1,35,84,27,2
3,92.2,2,2,1,34,97,72,2
2,211.6,1,2,2,64,19,25,1
2,116.2,1,2,1,61,22,85,2
2,34.3,1,1,1,77,32,52,2
2,103.9,2,2,2,10,9,5,2
2,112.4,2,3,1,70,19,49,2
3,106.9,1,2,2,89,56,35,1
1,138.3,1,1,1,76,39,9,2
2,149.4,2,2,2,63,66,40,2
3,62.6,1,1,1,39,88,11,2
3,224.9,2,1,2,97,32,80,2
1,109.7,2,4,1,43,6,91,2
1,121.1,2,2,2,16,16,8,2
1,106.3,1,1,1,93,97,11,2
1,10.2,2,3,2,83,94,72,2
2,118.2,2,1,2,27,47,47,2
3,81.6,1,4,2,59,5,82,1
3,65.7,1,1,1,31,74,60,2
3,61.9,2,1,1,16,13,83,2
3,141.2,2,2,2,89,26,80,2
3,50.9,1,4,2,40,64,93,1
1,226.4,2,4,2,92,26,9,2
2,243.6,1,1,2,61,15,7,1
2,53.5,1,3,2,17,25,43,1
1,61.8,2,4,1,76,10,40,2
2,217.9,1,1,2,41,99,34,1
2,185.9,2,4,2,75,51,25,2
3,142.8,1,3,2,35,12,11,1
3,224.3,2,3,2,98,49,14,2
2,237.8,2,3,1,22,95,54,2
3,53.7,2,3,2,91,88,16,2
2,129.7,2,2,1,31,29,68,2
3,51.6,1,4,2,22,100,24,1
1,96.2,2,4,1,9,61,72,2
1,188.6,2,1,2,99,67,30,2
2,198.1,2,3,2,6,94,74,2
2,114.9,1,3,2,75,66,72,1
3,250,2,3,1,79,73,95,2
3,41.9,1,3,1,72,11,35,2
3,63.3,2,4,2,47,76,100,2
1,116.9,1,4,2,59,88,98,1
3,204.7,2,3,2,80,62,91,2
3,182.9,1,4,1,46,17,56,2
2,106.9,2,1,2,16,69,34,2
1,80,2,3,2,91,74,35,2
2,44,1,1,2,9,99,26,1
2,124.3,2,1,1,98,28,71,2
2,182.3,1,3,1,97,11,12,2
3,14.7,1,3,2,57,65,19,1
2,46.1,2,2,2,27,81,95,2
3,165.5,1,4,2,42,18,19,1
1,2,1,1,2,98,74,37,1
3,237,1,2,2,7,15,8,1
1,102.1,2,3,1,94,56,34,2
1,42,1,4,2,17,69,91,1
3,56.8,2,1,1,35,24,74,2
2,236.7,2,4,2,15,9,28,2
1,14.8,1,2,1,9,24,64,2
3,97.6,2,3,2,30,78,94,2
3,109.8,2,1,2,78,32,64,2
2,50.4,2,2,1,93,68,85,2
3,238.7,1,2,2,63,69,12,1
3,58.5,1,4,2,72,69,27,1
3,234,1,3,1,71,66,58,2
2,202.5,1,4,2,83,91,40,1
2,16.5,1,2,2,56,74,62,1
2,2.5,2,2,2,33,48,47,2
3,232,1,4,2,31,18,76,1
1,245.2,2,4,1,19,43,83,2
3,117.8,1,4,1,81,33,63,2
1,70,1,2,1,68,36,100,2
1,119.7,1,3,1,35,25,66,2
2,64,1,1,1,86,99,32,2
3,206.7,2,3,1,58,94,68,2
1,200.3,1,1,2,90,25,64,1
2,19.1,1,3,2,57,64,50,1
2,239.3,1,1,2,57,26,28,1
1,127.2,2,4,1,45,33,77,2
2,127.9,1,1,1,62,77,100,2
3,29.7,2,3,1,25,75,61,2
1,244.6,1,3,2,55,34,52,1
1,11.3,1,2,1,95,77,43,2
3,161.9,2,4,1,45,99,12,2
3,61.5,2,2,2,40,55,5,2
2,222.4,2,3,2,99,46,35,2
1,63.1,1,2,2,17,65,53,1
1,202.9,2,1,2,95,54,26,2
2,216,2,3,2,67,77,96,2
2,5.4,1,4,2,57,80,52,1
1,173.6,1,2,2,86,48,34,1
3,226.7,1,1,1,96,14,77,2
2,1.2,1,3,1,31,52,20,2
3,163.2,1,1,2,50,32,56,1
3,9.1,2,1,2,26,66,32,2
1,66.7,1,1,2,73,76,6,1
3,187.4,1,2,2,44,39,93,1
2,120.5,1,1,2,8,95,63,1
3,44.5,2,4,1,76,46,45,2
2,136,2,3,1,18,40,99,2
3,53.5,1,1,1,95,49,70,2
2,226.3,1,3,1,72,61,87,2
3,83.7,1,1,2,73,12,39,1
1,194.3,1,2,1,54,96,84,2
2,167.6,2,2,2,93,21,92,2
1,208.1,1,1,1,54,58,9,2
1,125.2,2,3,2,82,85,53,2
1,150.6,2,4,1,88,95,92,2
2,29.4,1,2,1,51,13,5,2
3,229.7,2,1,1,70,79,70,2
1,14.4,1,4,2,43,12,9,1
2,23.3,1,4,1,74,37,66,2
1,192.9,1,3,1,77,85,52,2
3,53.1,1,3,1,93,26,35,2
3,25.1,1,4,2,90,75,62,1
3,94.6,1,1,1,43,35,75,2
1,70.3,1,4,2,5,96,40,1
2,242,2,2,1,69,50,9,2
1,172.1,1,1,2,52,86,21,1
3,11.2,1,3,2,74,83,100,1
1,59.8,2,4,1,70,58,82,2
1,242.9,2,1,2,70,51,53,2
1,117.1,2,4,1,73,77,39,2
2,43.7,1,4,1,15,43,67,2
1,121.8,1,3,1,51,88,5,2
2,81.5,2,2,1,84,89,86,2
2,62.5,2,1,2,81,7,9,2
1,223,1,1,2,68,33,78,1
2,72.7,1,3,2,36,81,34,1
2,112,1,1,1,63,82,61,2
3,221.2,1,2,1,24,99,64,2
1,36.9,2,2,1,91,96,83,2
1,168,1,2,1,47,61,86,2
2,20.1,2,2,2,12,35,36,2
2,178.4,1,3,2,57,26,51,1
3,196.5,1,2,2,75,25,13,1
1,186.3,2,3,1,30,31,26,2
1,75.1,1,1,1,28,91,5,2
2,211.9,1,3,2,64,18,42,1
1,115.5,1,1,1,45,70,20,2
1,208.9,1,2,2,58,32,16,1
3,116.9,2,1,2,39,51,47,2
2,66.6,1,3,2,72,60,37,1
2,216.7,1,2,1,52,13,60,2
1,3.9,2,1,2,34,6,8,2
3,122.4,2,4,2,24,42,53,2
3,41.2,1,1,2,84,12,29,1
1,65.9,1,1,2,55,39,52,1
1,139.4,1,4,2,12,55,18,1
1,2.7,2,1,2,96,26,74,2
1,29.6,1,4,2,33,35,32,1
3,101.8,1,4,2,96,100,68,1
1,35.2,2,4,1,28,42,64,2
3,173.9,2,4,2,61,90,100,2
3,243.1,2,4,1,93,10,80,2
1,112.2,1,2,1,79,60,12,2
3,96.4,1,1,2,89,100,86,1
3,247.6,2,4,2,28,54,44,2
3,54.8,2,3,1,42,19,50,2
2,189.8,2,3,2,77,100,44,2
1,58,2,4,2,64,72,66,2
3,45.9,1,3,1,38,16,16,2
2,178.5,2,2,1,49,6,27,2
2,188.6,2,2,1,11,97,47,2
2,75,1,2,2,66,80,96,1
2,210.5,1,4,2,26,81,96,1
2,88.8,1,4,1,92,67,45,2
2,16.5,1,3,1,64,90,93,2
1,100.1,1,2,1,9,14,87,2
1,193.9,1,3,2,49,7,41,1
3,13.9,2,4,2,77,63,83,2
2,107,1,3,1,32,89,55,2
2,224.2,2,3,2,26,36,22,2
3,141.3,2,4,1,76,60,45,2
3,77.4,1,1,2,26,54,8,1
1,64,2,1,1,83,45,10,2
2,150.3,2,1,2,92,92,33,2
3,99,1,2,2,59,95,77,1
2,42.2,2,2,2,41,7,16,2
3,105.1,2,2,2,69,95,52,2
1,45.5,2,1,2,63,50,41,2
1,104.9,2,3,2,69,72,95,2
1,196.1,2,1,2,12,10,49,2
3,129.7,1,4,2,40,22,36,1
3,249.7,2,2,2,39,14,50,2
3,88.4,2,2,2,72,41,55,2
3,118.8,2,4,1,30,13,60,2
1,38.3,1,3,1,95,38,86,2
1,85.1,2,1,1,99,51,19,2
2,224.5,2,1,2,57,80,74,2
2,179.5,2,1,2,100,73,46,2
1,38.5,1,4,1,46,47,88,2
1,236,2,4,1,64,60,6,2
3,36.5,1,1,2,31,39,70,1
2,135.8,1,2,2,83,18,76,1
2,163,2,4,1,44,29,55,2
1,69.7,1,3,1,28,47,90,2
3,129.5,2,1,1,56,62,94,2
1,222.2,2,3,1,91,24,56,2
3,87.5,2,2,2,87,86,49,2
2,194.6,1,1,1,100,75,35,2
2,84.6,2,4,2,22,86,97,2
1,219.7,2,2,1,86,69,20,2
3,108.6,2,3,2,20,58,89,2
3,85.3,2,2,2,14,40,12,2
3,177.3,1,4,2,99,46,89,1
1,188.5,1,3,2,45,34,25,1
3,159.9,1,2,2,51,97,87,1
2,11.8,2,2,2,9,46,82,2
2,24.5,1,1,2,97,80,93,1
3,95.6,1,1,1,75,67,43,2
2,11.8,1,1,1,23,72,95,2
1,220.3,2,1,2,95,33,91,2
3,78.4,1,2,1,15,61,69,2
3,3.2,1,4,2,83,82,94,1
2,83.8,1,2,2,92,58,27,1
1,26.5,2,1,1,18,69,23,2
3,88.2,1,3,2,51,87,97,1
1,178.9,1,4,2,44,87,90,1
2,105.9,1,1,1,6,39,33,2
3,130.2,2,3,2,26,56,50,2
1,105,2,1,2,58,5,34,2
3,201.4,1,3,1,91,61,25,2
1,218.3,1,2,2,50,9,77,1
2,77.6,2,4,2,53,44,88,2
3,6.9,1,1,2,93,100,90,1
2,64.9,1,4,1,89,68,78,2
2,147.6,1,3,2,30,81,85,1
1,132.8,2,3,1,68,49,75,2
3,170.9,2,1,2,5,7,98,2
3,8.3,1,1,2,6,13,77,1
3,0.9,1,4,2,17,96,82,1
2,145.5,1,3,1,24,99,89,2
2,143.2,2,2,1,9,40,86,2
1,168.5,2,1,2,47,67,32,2
1,4.1,1,1,1,84,17,28,2
2,144.7,2,1,2,83,74,58,2
1,155.8,1,2,1,14,44,30,2
2,110.2,2,2,2,20,70,74,2
2,42.2,1,2,2,48,53,15,1
3,16.4,2,2,2,24,36,18,2
3,72.1,2,3,2,48,49,61,2
1,27.2,1,3,2,27,45,81,1
1,73.7,1,3,1,22,46,96,2
2,166.2,2,2,2,41,82,15,2
3,152,2,2,2,92,48,34,2
2,126.7,1,4,2,64,12,32,1
1,245.4,1,3,1,44,91,82,2
2,132.3,2,2,2,49,41,88,2
1,16.2,1,2,2,80,31,71,1
1,5.4,2,1,2,36,88,91,2
3,53.5,1,1,2,99,100,33,1
3,44.3,1,1,2,70,51,28,1
1,63.3,2,2,1,61,96,70,2
1,122.9,1,2,2,30,45,78,1
1,8.3,1,1,1,29,49,23,2
2,137.2,2,3,1,30,89,86,2
2,173.6,1,1,2,75,80,27,1
3,30.5,1,3,1,51,23,28,2
3,142.6,2,3,2,53,7,30,2
1,148.8,1,4,2,74,78,54,1
1,9.9,2,1,2,70,29,20,2
2,64,2,1,2,35,98,33,2
2,81.5,1,4,2,32,27,46,1
3,166.1,1,4,1,65,67,30,2
1,177.7,1,1,1,62,14,23,2
3,165.7,1,2,2,30,78,20,1
3,190,2,4,2,52,9,75,2
3,80.5,2,2,1,94,85,36,2
1,70.5,2,1,2,74,65,17,2
1,216.2,1,2,1,6,16,87,2
3,205.3,2,2,2,97,68,67,2
2,38.5,1,1,1,52,21,52,2
2,245.6,1,2,1,24,51,76,2
2,77.3,2,4,2,69,52,23,2
1,234.2,1,4,2,90,27,42,1
1,169.2,2,2,1,30,43,51,2
2,214.1,2,3,1,84,31,54,2
2,191.8,2,4,2,53,69,16,2
3,158,1,2,2,86,21,10,1
3,182.4,2,3,2,27,50,92,2
3,146.4,2,2,1,88,95,99,2
1,87.9,2,4,1,69,9,49,2
2,99.7,2,2,2,73,34,71,2
2,195.3,2,4,1,29,33,69,2
3,23,2,4,2,20,36,53,2
1,200.3,1,2,2,46,36,77,1
3,242.4,1,1,2,52,84,11,1
2,91.9,2,3,1,84,17,27,2
3,131.3,1,3,1,72,80,58,2
2,174.2,1,2,1,9,64,5,2
1,109.9,2,1,2,93,70,11,2
3,216,2,4,2,79,76,53,2
2,148.3,1,2,2,9,74,90,1
3,54.5,1,3,1,36,41,29,2
2,131.6,2,4,2,34,17,49,2
1,196.1,2,1,2,59,14,64,2
2,162.8,1,1,2,40,9,23,1
3,67.6,1,1,2,6,52,58,1
1,225.9,2,3,2,6,92,28,2
1,119.4,2,4,1,37,6,14,2
2,83.2,1,4,1,95,62,97,2
2,54.8,2,2,1,64,74,51,2
1,182.7,1,4,2,72,80,99,1
2,101.7,1,4,1,50,77,14,2
1,213.4,1,1,1,45,90,81,2
3,4,1,3,1,28,32,69,2
2,130.1,2,3,1,57,84,47,2
3,178.9,1,4,1,74,77,100,2
2,59,2,4,2,36,84,76,2
3,59.3,2,2,1,17,68,15,2
3,169.4,2,2,1,33,31,95,2
3,122.4,1,1,2,58,50,91,1
2,29,2,2,1,72,99,65,2
2,133.7,2,3,2,47,25,48,2
1,203.1,2,3,1,17,57,91,2
1,8.8,1,1,2,90,74,12,1
3,49.3,1,1,1,10,42,67,2
2,53.2,2,3,2,58,53,26,2
1,18.7,2,3,2,47,19,25,2
3,190.2,1,4,1,29,49,17,2
2,110.8,2,1,1,65,26,25,2
1,152.9,2,2,1,8,95,63,2
1,125.9,2,4,1,20,38,34,2
2,244.8,2,3,2,57,71,39,2
3,111.1,1,4,2,76,88,42,1
3,54.3,1,1,1,94,34,66,2
1,20.2,2,3,2,45,24,82,2
2,104,1,2,1,46,37,74,2
1,165.1,2,4,2,61,91,98,2
2,222.1,1,2,2,49,73,91,1
1,221.7,2,3,2,65,6,59,2
1,207,2,1,2,63,63,99,2
2,60.6,2,1,2,62,20,87,2
2,33.6,2,4,1,26,10,48,2
1,213.1,2,1,2,48,72,19,2
3,3.2,2,2,1,30,63,59,2
1,186.8,1,2,2,82,39,18,1
3,40.7,2,3,1,42,91,87,2
2,201.8,2,3,1,10,22,20,2
1,162.6,2,3,2,14,17,96,2
1,0.7,1,1,2,97,80,74,1
2,117,1,4,2,42,90,89,1
3,216.2,2,1,2,98,73,31,2
3,91,1,3,2,55,61,68,1
2,225.7,2,2,1,12,58,80,2
1,233.2,1,3,2,41,42,42,1
3,225.2,1,2,2,89,56,33,1
3,110.2,2,2,2,11,92,87,2
3,43.6,1,1,2,74,21,54,1
3,237.2,2,2,1,21,56,50,2
1,153.2,2,4,1,17,10,55,2
2,207.1,1,3,1,10,73,43,2
2,219.6,2,1,1,38,52,78,2
2,65.3,1,3,2,29,19,26,1
3,164.6,2,1,1,68,30,41,2
2,196.9,1,4,2,29,52,12,1
1,160.3,2,1,2,27,74,6,2
2,247.9,2,1,1,48,32,84,2
3,136.1,1,3,2,13,32,47,1
2,158.4,1,4,1,86,88,91,2
1,37,1,4,1,31,64,67,2
3,162,1,3,2,55,87,19,1
2,148.3,2,3,1,99,57,19,2
1,73.7,1,3,1,16,39,18,2
1,111.7,1,1,1,94,22,62,2
2,39.9,2,2,2,71,21,55,2
2,249.5,2,4,2,65,72,22,2
3,62.2,1,1,1,47,94,97,2
3,147.7,1,2,1,72,56,89,2
3,195.9,1,2,1,52,61,6,2
2,225.7,2,1,1,30,24,99,2
3,136.6,1,3,2,19,75,69,1
3,153.1,1,1,2,90,40,97,1
3,171.3,1,2,1,37,48,47,2
3,106.3,2,2,1,96,69,51,2
3,130.2,2,3,2,26,93,78,2
3,31.9,1,3,2,60,73,46,1
3,184.7,2,2,1,50,30,85,2
1,213.1,2,1,1,99,37,89,2
2,179.4,1,3,2,75,66,77,1
2,225.7,2,2,1,58,56,42,2
2,4.5,2,1,1,95,46,80,2
1,239.8,1,3,2,15,92,66,1
3,99.1,2,4,2,59,50,34,2
2,7.4,1,2,2,29,24,28,1
2,6.9,1,2,2,36,19,88,1
1,104.8,1,2,2,57,22,11,1
1,37.6,1,3,2,22,33,45,1
2,244.7,2,2,2,36,20,32,2
2,33.4,1,3,1,49,99,73,2
2,130.3,1,2,1,44,7,68,2
3,41.2,2,1,1,8,95,61,2
3,202.6,1,2,2,31,73,7,1
2,80.9,1,2,2,50,11,84,1
1,101.9,2,1,1,81,27,61,2
2,151.1,2,3,2,71,82,22,2
1,63.4,1,2,1,12,19,77,2
3,30.5,2,1,2,28,76,60,2
2,71.9,2,4,1,57,44,71,2
3,90.7,2,2,1,37,79,68,2
1,199.8,1,2,2,89,93,95,1
2,59.4,1,3,1,100,62,69,2
3,46.5,2,1,1,66,54,56,2
3,48.7,2,2,2,80,15,82,2
2,237,1,1,2,42,36,37,1
1,13,1,2,2,53,64,23,1
2,156.4,1,4,1,61,58,40,2
2,97.2,1,2,2,77,13,85,1
2,151.8,1,3,1,85,62,32,2
1,235.2,2,4,1,15,95,39,2
1,162.6,2,4,2,18,21,5,2
3,63.6,2,2,2,61,28,14,2
2,83.7,1,2,1,48,26,73,2
3,36.6,1,4,2,26,84,81,1
1,163.6,2,1,2,93,26,41,2
2,85.7,1,1,1,69,82,95,2
3,244.8,1,4,2,92,93,87,1
2,189.1,1,2,2,90,84,42,1
3,8.7,1,3,1,44,67,48,2
1,119.6,1,1,1,96,69,65,2
2,189.1,1,4,1,75,21,7,2
2,39.6,2,1,2,25,60,74,2
1,195.1,1,3,1,85,8,47,2
1,10.4,1,2,2,30,90,83,1
3,211.6,2,2,1,37,45,27,2
1,2.5,2,3,2,93,7,23,2
3,33.8,2,2,1,35,55,17,2
2,28.1,2,3,2,76,57,55,2
1,38.1,2,1,1,32,94,33,2
3,172.7,2,1,2,17,82,20,2
1,184.3,2,2,1,71,58,78,2
2,68.5,2,4,2,55,95,22,2
2,158.7,2,1,1,37,52,20,2
1,127,1,3,2,67,34,97,1
1,14.7,1,3,1,51,63,34,2
3,188.8,1,2,1,11,89,47,2
2,94,2,1,2,22,37,21,2
3,93.5,2,2,1,90,26,51,2
1,11.2,1,1,1,17,8,16,2
2,18.7,2,1,2,56,10,79,2
2,55.1,2,4,1,96,79,28,2
1,173.2,2,4,1,56,99,59,2
2,72.2,1,1,1,36,35,28,2
3,85.3,2,1,1,64,66,95,2
1,116.7,2,2,1,92,66,29,2
2,64.3,2,3,2,65,21,92,2
2,137.7,2,3,2,13,91,23,2
1,136.3,1,1,1,10,32,11,2
1,12.7,1,4,1,34,67,65,2
1,36.7,1,3,2,69,26,98,1
3,33.9,2,3,1,66,14,96,2
1,114.8,2,4,1,79,28,63,2
3,182.5,2,4,1,77,56,52,2
3,43,1,2,1,31,21,65,2
3,73.6,1,2,2,84,22,16,1
2,60,2,1,2,8,53,23,2
3,229.9,1,2,1,85,15,91,2
2,124.7,1,2,1,89,67,24,2
1,246,2,3,1,83,30,91,2
1,179.9,2,4,2,31,18,39,2
